disease_name,department_name
皮肤颌口虫病,传染科
球孢子菌病,传染科
禽流感,传染科
气性坏疽病,传染科
Q热,传染科
奇孔古尼亚病...,传染科
曲霉病,传染科
羌虫病,传染科
输血后肝炎,传染科
溶组织内阿米巴病,传染科
人类T淋巴细...,传染科
日本血吸虫病,传染科
肉孢子虫病,传染科
乳房棘球蚴病,传染科
乳房结核,传染科
瑞列绦虫病,传染科
鼠咬热,传染科
四川并殖吸虫病,传染科
森林脑炎,传染科
散发性脑炎,传染科
苏格兰脑炎,传染科
鼠疫,传染科
水痘,传染科
伤寒与副伤寒,传染科
丝虫病,传染科
伤寒,传染科
梭状芽胞杆菌...,传染科
鼠疫耶尔森菌肺炎,传染科
兔热病,传染科
天花,传染科
炭疽病,传染科
炭疽,传染科
弯曲菌性肠炎,传染科
弯曲菌肠炎,传染科
弯曲菌感染,传染科
微小病毒感染,传染科
尾蚴性皮炎,传染科
委内瑞拉马脑炎,传染科
卫氏并殖吸虫病,传染科
小儿结核性胸膜炎,传染科
西伯利亚立克...,传染科
腺病毒感染,传染科
小儿结核性脑膜炎,传染科
小儿麻疹,传染科
小儿细菌性痢疾,传染科
小儿雅司病,传染科
胸壁结核,传染科
西方马型脑炎,传染科
涎腺结核,传染科
小儿人类细小...,传染科
阴茎结核疹,传染科
咽白喉,传染科
隐球菌病,传染科
医院内感染,传染科
亚急性硬化性全脑炎,传染科
咽部结核,传染科
咽结合膜热,传染科
乙脑伴发的精神障碍,传染科
眼睑炭疽,传染科
鹦鹉热,传染科
阴沟肠杆菌感染,传染科
原发性皮肤结...,传染科
支原体感染,传染科
组织胞浆菌病,传染科
中间型链球菌感染,传染科
战壕热,传染科
自由生活阿米巴感染,传染科
致肠细胞病变...,传染科
猪带绦虫病,传染科
锥虫病,传染科
阴虚,中医科
阴虚,中医综合
五更泻,中医科
五更泻,中医综合
体寒,中医科
体寒,中医综合
风热头痛,中医科
风热头痛,中医综合
体质性低血压,中医科
体质性低血压,中医综合
黧黑斑,中医科
黧黑斑,中医综合
虚劳,中医科
虚劳,中医综合
血虚眩晕,中医科
血虚眩晕,中医综合
风热感冒,中医科
风热感冒,中医综合
心气虚,中医科
心气虚,中医综合
小儿乳积,中医科
小儿乳积,中医综合
阴冷,中医科
阴冷,中医综合
白屑风,中医科
白屑风,中医综合
白睛溢血,中医科
白睛溢血,中医综合
白秃疮,中医科
白秃疮,中医综合
奔豚气,中医科
奔豚气,中医综合
痹证,中医科
痹证,中医综合
唇疱疹,中医科
唇疱疹,中医综合
产后血瘀,中医科
产后血瘀,中医综合
虫臌,中医科
虫臌,中医综合
肠郁,中医科
肠郁,中医综合
喘证,中医科
喘证,中医综合
产后血虚热,中医科
产后血虚热,中医综合
赤脉传睛,中医科
赤脉传睛,中医综合
赤痢,中医科
赤痢,中医综合
垂痈,中医科
垂痈,中医综合
疮疡,中医科
疮疡,中医综合
虫积,中医科
虫积,中医综合
赤丝虬脉,中医科
赤丝虬脉,中医综合
大肠湿热,中医科
大肠湿热,中医综合
癫狂病,中医科
癫狂病,中医综合
胆胀,中医科
胆胀,中医综合
带下病,中医科
带下病,中医综合
丹痧,中医科
丹痧,中医综合
胆热,中医科
胆热,中医综合
癫病,中医科
癫病,中医综合
大头瘟,中医科
大头瘟,中医综合
疔疮,中医科
疔疮,中医综合
毒热侵肤,中医科
毒热侵肤,中医综合
胆石,中医科
胆石,中医综合
顿呛,中医科
顿呛,中医综合
耳疔,中医科
耳疔,中医综合
恶寒发热,中医科
恶寒发热,中医综合
耳痈,中医科
耳痈,中医综合
耳疮,中医科
耳疮,中医综合
儿童顿咳,中医科
儿童顿咳,中医综合
耳疖,中医科
耳疖,中医综合
肺热咳嗽,中医科
肺热咳嗽,中医综合
风寒头痛,中医科
风寒头痛,中医综合
风寒,中医科
风寒,中医综合
肺气虚,中医科
肺气虚,中医综合
肺咳,中医科
肺咳,中医综合
风寒犯肺,中医科
风寒犯肺,中医综合
肥气,中医科
肥气,中医综合
伏暑,中医科
伏暑,中医综合
房事头疼症,中医科
房事头疼症,中医综合
风痹,中医科
风痹,中医综合
干血痨,中医科
干血痨,中医综合
肝胆湿热,中医科
肝胆湿热,中医综合
肝脾湿热,中医科
肝脾湿热,中医综合
鼓胀,中医科
鼓胀,中医综合
肝火眩晕,中医科
肝火眩晕,中医综合
肝火犯肺,中医科
肝火犯肺,中医综合
肝气不舒,中医科
肝气不舒,中医综合
关格,中医科
关格,中医综合
肝血虚证,中医科
肝血虚证,中医综合
过敏性眼睑皮肤炎,中医科
过敏性眼睑皮肤炎,中医综合
肝风内动证,中医科
肝风内动证,中医综合
肝厥,中医科
肝厥,中医综合
寒痹,中医科
寒痹,中医综合
回乳,中医科
回乳,中医综合
花翳自陷,中医科
花翳自陷,中医综合
红斑型天疱疮,中医科
红斑型天疱疮,中医综合
环跳疽,中医科
环跳疽,中医综合
喉痈,中医科
喉痈,中医综合
狐惑,中医科
狐惑,中医综合
混睛帐,中医科
混睛帐,中医综合
寒湿困脾,中医科
寒湿困脾,中医综合
黄体功能不全性不孕,中医科
黄体功能不全性不孕,中医综合
黄水疮,中医科
黄水疮,中医综合
积滞,中医科
积滞,中医综合
惊风,中医科
惊风,中医综合
酒胀,中医科
酒胀,中医综合
精瘀证,中医科
精瘀证,中医综合
脊疳,中医科
脊疳,中医综合
精子增多症,中医科
精子增多症,中医综合
椒疮,中医科
椒疮,中医综合
筋痿,中医科
筋痿,中医综合
筋瘤,中医科
筋瘤,中医综合
经行流涎,中医科
经行流涎,中医综合
金疮,中医科
金疮,中医综合
久泄,中医科
久泄,中医综合
口糜,中医科
口糜,中医综合
客忤,中医科
客忤,中医综合
苦夏,中医科
苦夏,中医综合
狂病,中医科
狂病,中医综合
瘰疬,中医科
瘰疬,中医综合
离位皮炎,中医科
离位皮炎,中医综合
淋证,中医科
淋证,中医综合
凉燥,中医科
凉燥,中医综合
痨瘵,中医科
痨瘵,中医综合
挛痹,中医科
挛痹,中医综合
癃闭,中医科
癃闭,中医综合
六瘤,中医科
六瘤,中医综合
臁疮,中医科
臁疮,中医综合
偻附,中医科
偻附,中医综合
流痰,中医科
流痰,中医综合
明癣,中医科
明癣,中医综合
瞀瘛,中医科
瞀瘛,中医综合
脉痹,中医科
脉痹,中医综合
脉痿,中医科
脉痿,中医综合
慢惊风,中医科
慢惊风,中医综合
猛兽伤,中医科
猛兽伤,中医综合
马牙,中医科
马牙,中医综合
面游风,中医科
面游风,中医综合
梅核气,中医科
梅核气,中医综合
猫眼疮,中医科
猫眼疮,中医综合
慢脾风,中医科
慢脾风,中医综合
脉溢,中医科
脉溢,中医综合
脑鸣,中医科
脑鸣,中医综合
尿精,中医科
尿精,中医综合
囊痈,中医科
囊痈,中医综合
内伤发热,中医科
内伤发热,中医综合
女子梦交,中医科
女子梦交,中医综合
脑萎,中医科
脑萎,中医综合
脑痨,中医科
脑痨,中医综合
男科外伤,中医科
男科外伤,中医综合
尿毒症昏迷,中医科
尿毒症昏迷,中医综合
奶麻,中医科
奶麻,中医综合
脓包疮,中医科
脓包疮,中医综合
脓窠疮,中医科
脓窠疮,中医综合
脾肾两虚,中医科
脾肾两虚,中医综合
盆腔炎症性不孕症,中医科
盆腔炎症性不孕症,中医综合
脾劳,中医科
脾劳,中医综合
皮痹,中医科
皮痹,中医综合
偏沮,中医科
偏沮,中医综合
睥翻粘睑,中医科
睥翻粘睑,中医综合
痞气,中医科
痞气,中医综合
痞满,中医科
痞满,中医综合
脾约,中医科
脾约,中医综合
脾虚泄泻,中医科
脾虚泄泻,中医综合
脾水,中医科
脾水,中医综合
脾疳,中医科
脾疳,中医综合
气疝,中医科
气疝,中医综合
气腹痛,中医科
气腹痛,中医综合
秋燥,中医科
秋燥,中医综合
气阴两虚,中医科
气阴两虚,中医综合
气虚眩晕,中医科
气虚眩晕,中医综合
气虚血瘀证,中医科
气虚血瘀证,中医综合
气胀,中医科
气胀,中医综合
憩室病,中医科
憩室病,中医综合
漆疮,中医科
漆疮,中医综合
气瘤,中医科
气瘤,中医综合
气秘,中医科
气秘,中医综合
千日疮,中医科
千日疮,中医综合
热毒冲心,中医科
热毒冲心,中医综合
热伤风,中医科
热伤风,中医综合
热咳,中医科
热咳,中医综合
热痹,中医科
热痹,中医综合
乳痈,中医科
乳痈,中医综合
乳痨,中医科
乳痨,中医综合
肉痉,中医科
肉痉,中医综合
肉痹,中医科
肉痹,中医综合
蓐劳,中医科
蓐劳,中医综合
热中,中医科
热中,中医综合
热汗,中医科
热汗,中医综合
乳泣,中医科
乳泣,中医综合
色素斑,中医科
色素斑,中医综合
食积胃病,中医科
食积胃病,中医综合
湿阻,中医科
湿阻,中医综合
湿痹,中医科
湿痹,中医综合
水臌,中医科
水臌,中医综合
水疥,中医科
水疥,中医综合
宿醉,中医科
宿醉,中医综合
三痹,中医科
三痹,中医综合
食管痹,中医科
食管痹,中医综合
湿热蕴脾,中医科
湿热蕴脾,中医综合
手足心热,中医科
手足心热,中医综合
神思间病,中医科
神思间病,中医综合
痰饮,中医科
痰饮,中医综合
胎漏,中医科
胎漏,中医综合
头风病,中医科
头风病,中医综合
脱阳,中医科
脱阳,中医综合
痰浊头痛,中医科
痰浊头痛,中医综合
胎赤,中医科
胎赤,中医综合
痰火扰心,中医科
痰火扰心,中医综合
太阳中风,中医科
太阳中风,中医综合
胎死不下,中医科
胎死不下,中医综合
痰火,中医科
痰火,中医综合
??,中医科
??,中医综合
胃肠积液,中医科
胃肠积液,中医综合
维生素Ａ缺乏...,中医科
维生素Ａ缺乏...,中医综合
蚊子叮咬,中医科
蚊子叮咬,中医综合
五脏痹,中医科
五脏痹,中医综合
胃纳呆滞,中医科
胃纳呆滞,中医综合
五积,中医科
五积,中医综合
五更泄,中医科
五更泄,中医综合
痿病,中医科
痿病,中医综合
痿证,中医科
痿证,中医综合
五硬,中医科
五硬,中医综合
心肾不交,中医科
心肾不交,中医综合
小儿食积,中医科
小儿食积,中医综合
小儿泄泻,中医科
小儿泄泻,中医综合
虚寒咳嗽,中医科
虚寒咳嗽,中医综合
下焦湿热,中医科
下焦湿热,中医综合
胸痹,中医科
胸痹,中医综合
小肠实热,中医科
小肠实热,中医综合
血瘤,中医科
血瘤,中医综合
阴汗,中医科
阴汗,中医综合
阴吹,中医科
阴吹,中医综合
月劳病,中医科
月劳病,中医综合
阳虚发热,中医科
阳虚发热,中医综合
眼睑热性疱疹,中医科
眼睑热性疱疹,中医综合
阴道壁脱垂,中医科
阴道壁脱垂,中医综合
瘀血头痛,中医科
瘀血头痛,中医综合
阴挺,中医科
阴挺,中医综合
阴虚发热,中医科
阴虚发热,中医综合
眼睑丹毒,中医科
眼睑丹毒,中医综合
肿胀,中医科
肿胀,中医综合
重瞳,中医科
重瞳,中医综合
坐板疮,中医科
坐板疮,中医综合
中满,中医科
中满,中医综合
脏躁,中医科
脏躁,中医综合
蜘蛛咬伤,中医科
蜘蛛咬伤,中医综合
指疔,中医科
指疔,中医综合
症瘕,中医科
症瘕,中医综合
中风,中医科
中风,中医综合
燥邪犯肺,中医科
燥邪犯肺,中医综合
走黄,中医科
走黄,中医综合
怔忡,中医科
怔忡,中医综合
甲醛中毒,急诊科
百草枯中毒,急诊科
热衰竭,急诊科
小儿气管、支...,急诊科
电解质紊乱,急诊科
药物中毒,急诊科
老年人高钾血症,急诊科
脑外伤,急诊科
胃溃疡性穿孔,急诊科
急性酒中毒,急诊科
小肠扭转,急诊科
高原病,急诊科
氨基甲酸酯类...,急诊科
阿片类药物中毒,急诊科
安眠药中毒,急诊科
阿片中毒,急诊科
氨气中毒,急诊科
苯中毒,急诊科
钡中毒,急诊科
变形杆菌食物中毒,急诊科
蓖麻子中毒,急诊科
铋中毒,急诊科
苯丙胺中毒,急诊科
苯海拉明中毒,急诊科
产褥中暑,急诊科
粗制棉子油中毒,急诊科
苍耳中毒,急诊科
猝死,急诊科
低血容量性休克,急诊科
代谢性碱中毒,急诊科
毒蕈中毒,急诊科
多系统器官功能衰竭,急诊科
对乙酰氨基酚中毒,急诊科
毒蛇咬伤,急诊科
颠茄碱类植物...,急诊科
低钾血症,急诊科
低渗性脱水,急诊科
等渗性脱水,急诊科
敌鼠中毒,急诊科
二硫化碳中毒,急诊科
二氧化硫中毒,急诊科
福尔马林中毒,急诊科
发芽马铃薯中毒,急诊科
副溶血性弧菌...,急诊科
吩噻嗪类抗精...,急诊科
复合型酸碱失衡,急诊科
酚类中毒,急诊科
高钠血症,急诊科
高原适应不全症,急诊科
光气中毒,急诊科
高原脑水肿,急诊科
高原肺水肿,急诊科
高钾血症,急诊科
高渗性脱水,急诊科
高锰酸钾中毒,急诊科
汞中毒,急诊科
过敏性休克,急诊科
感染性休克,急诊科
黄曲霉素中毒,急诊科
含亚硝酸盐类...,急诊科
河豚毒素中毒,急诊科
急性高原病,急诊科
急性硫化氢中毒,急诊科
菌血症,急诊科
酒精中毒,急诊科
挤压综合征,急诊科
局部麻醉药中毒,急诊科
甲醇中毒,急诊科
颈部勒伤,急诊科
咖啡因与氨茶碱中毒,急诊科
可拉明中毒,急诊科
奎宁中毒,急诊科
老年人心源性休克,急诊科
老年人低钠血症,急诊科
老年人高钠血症,急诊科
老年人脑心综合征,急诊科
老年人脱水,急诊科
老年性昏迷,急诊科
氯气中毒,急诊科
老年人颅内压增高,急诊科
老年人细菌性脑膜炎,急诊科
老年人急性左心衰竭,急诊科
老年人嗜铬细...,急诊科
曼陀罗中毒,急诊科
煤气中毒,急诊科
麻黄碱中毒,急诊科
马桑果中毒,急诊科
锰中毒,急诊科
灭虫灵中毒,急诊科
木薯中毒,急诊科
棉子中毒,急诊科
脓毒症,急诊科
拟除虫菊类农药中毒,急诊科
镍中毒,急诊科
农药中毒,急诊科
钠过多,急诊科
农药中毒所致...,急诊科
脓毒性休克,急诊科
拟除虫菊酯类...,急诊科
葡萄球菌性食物中毒,急诊科
铍中毒,急诊科
吡唑酮类中毒,急诊科
葡萄球菌食物中毒,急诊科
硼酸中毒,急诊科
葡萄球菌中毒...,急诊科
氰化物中毒,急诊科
强酸、强碱中毒,急诊科
汽油、煤油中毒,急诊科
汽油中毒,急诊科
强碱类中毒,急诊科
驱蛔灵中毒,急诊科
铅中毒,急诊科
强酸类中毒,急诊科
乳酸性酸中毒,急诊科
肉毒中毒,急诊科
热射病,急诊科
热痉挛,急诊科
输卵管妊娠破裂,急诊科
失血性休克,急诊科
水过多,急诊科
水杨酸类中毒,急诊科
损伤性休克,急诊科
士的宁中毒,急诊科
肾上腺素中毒,急诊科
三环类抗忧郁药中毒,急诊科
杀鼠剂中毒,急诊科
食物中毒,急诊科
神经型食物中毒,急诊科
四氯化碳中毒,急诊科
脱水,急诊科
锑中毒,急诊科
铁中毒,急诊科
铊中毒,急诊科
羰基镍中毒,急诊科
体温过低,急诊科
无机碱皮肤损伤,急诊科
无机磷中毒,急诊科
五氯酚钠中毒,急诊科
胃肠型食物中毒,急诊科
小儿胃肠道异...,急诊科
小儿淹溺,急诊科
小儿汞中毒,急诊科
小儿急性阑尾炎,急诊科
小儿一氧化碳中毒,急诊科
小儿中暑和暑热症,急诊科
锌中毒,急诊科
小儿食管异物,急诊科
小儿心搏呼吸...,急诊科
新生儿休克,急诊科
银杏中毒,急诊科
缢死,急诊科
有机磷农药中毒,急诊科
鱼胆中毒,急诊科
鱼肝中毒,急诊科
乙醚中毒,急诊科
亚硝酸盐中毒,急诊科
有机氯杀虫剂中毒,急诊科
乙酰苯胺类中毒,急诊科
乙胺嘧啶中毒,急诊科
一氧化碳中毒,急诊科
重金属中毒性肾病,急诊科
中暑衰竭,急诊科
真菌性食物中毒,急诊科
真菌中毒症,急诊科
中枢神经兴奋药中毒,急诊科
镇静、安定、...,急诊科
中暑痉挛,急诊科
中毒性休克综合征,急诊科
中暑,急诊科
泛细支气管炎,内科
泛细支气管炎,呼吸内科
急性肺炎,内科
急性肺炎,呼吸内科
间质性肺炎,内科
间质性肺炎,呼吸内科
病毒性感冒,内科
病毒性感冒,呼吸内科
鼻咽炎,内科
鼻咽炎,呼吸内科
肺热,内科
肺热,呼吸内科
支气管病,内科
支气管病,呼吸内科
肺纤维化,内科
肺纤维化,呼吸内科
肺病,内科
肺病,呼吸内科
小细胞肺癌,内科
小细胞肺癌,呼吸内科
化脓性扁桃体炎,内科
化脓性扁桃体炎,呼吸内科
陈旧性肺结核,内科
陈旧性肺结核,呼吸内科
阿司匹林诱发哮喘,内科
阿司匹林诱发哮喘,呼吸内科
鼻旁窦支气管综合征,内科
鼻旁窦支气管综合征,呼吸内科
病毒性上呼吸道感染,内科
病毒性上呼吸道感染,呼吸内科
变异性哮喘,内科
变异性哮喘,呼吸内科
办公室综合症,内科
办公室综合症,呼吸内科
布氏菌肺炎,内科
布氏菌肺炎,呼吸内科
不动纤毛综合征,内科
不动纤毛综合征,呼吸内科
不动杆菌肺炎,内科
不动杆菌肺炎,呼吸内科
